Company Name;Ticker;Exchange;Sector;Industry;Market Cap (mil);s/o;52W High;52W Low;P;EPS0;EPS1;EPS2;RG;PE0;PE1;PE2;EG1;EG2;PEG1;PEG2;52W Range
Transcat;TRNS;NSDQ;Computer and Technology;Instruments - Control;1086,81;9,15;144,07;86,61;118,84;1,34;2,06;2,45;12,54;88,69;57,69;48,51;54%;19%;1,07;2,56;66%
Cadeler A/S Sponsored ADR;CDLR;NYSE;Transportation;Transportation - Shipping;2147,86;87,74;27,27;16,4;24,48;0,38;0,66;2,2;;64,42;37,09;11,13;74%;233%;0,5;0,05;66%
Chuy's;CHUY;NSDQ;Retail-Wholesale;Retail - Restaurants;642,6;17,23;39,1;23,52;37,29;1,9;1,84;2,06;9,26;19,63;20,27;18,1;-3%;12%;-6,42;1,51;66%
Koppers;KOP;NYSE;Basic Materials;Chemical - Diversified ;751,42;20,52;57,07;34,33;36,62;4,48;4,24;4,65;8,77;8,17;8,64;7,88;-5%;10%;-1,61;0,81;66%
Charles River Laboratories International;CRL;NYSE;Medical;Medical Services;9704,51;51,63;273,43;164,52;187,96;10,58;10,11;10,95;3,86;17,77;18,59;17,17;-4%;8%;-4,19;2,07;66%
Astronics;ATRO;NSDQ;Aerospace;Aerospace - Defense Equipment;665,48;34,84;23,39;14,33;19,1;-0,9;0,36;1,15;28,85;-21,22;53,06;16,61;-140%;219%;-0,38;0,08;63%
Herc Holdings;HRI;NYSE;Transportation;Transportation - Equipment and Leasing;3750,07;28,4;170;102,31;132,07;12,32;13,68;14,66;19,83;10,72;9,65;9,01;11%;7%;0,87;1,26;66%
Fulgent Genetics;FLGT;NSDQ;Medical;Medical Info Systems;648,65;30,3;31,7;19,09;21,41;-0,99;-0,44;-0,63;-53,27;-21,63;-48,66;-33,98;-56%;43%;0,88;-0,79;66%
Kuraray Co,;KURRY;OTC;Basic Materials;Chemical - Plastic;4423,52;111,56;40,41;28,77;39,65;;;;-3,83;;;;;;;;40%
Squarespace;SQSP;NYSE;Computer and Technology;Internet - Software and Services;6272,94;138,48;45,48;27,41;45,3;0,07;0,28;0,5;16,77;647,14;161,79;90,6;300%;79%;0,54;1,15;66%
Apogee Enterprises;APOG;NSDQ;Industrial Products;Glass Products;1366,66;21,93;68,64;41,37;62,31;4,61;4,86;4,49;-1,65;13,52;12,82;13,88;5%;-8%;2,36;-1,82;66%
NexGen Energy;NXE;NYSE;Basic Materials;Mining - Miscellaneous;2998,53;564,7;8,81;5,31;5,31;-0,13;-0,09;-0,08;;-40,85;-59;-66,38;-31%;-11%;1,92;5,97;66%
John Wiley & Sons;WLY;NYSE;Consumer Staples;Publishing - Books;2351,71;54,42;48,34;29,14;43,21;2,55;3,42;;-7,27;16,95;12,63;;34%;-100%;0,37;0;66%
Kadant;KAI;NYSE;Industrial Products;Manufacturing - General Industrial ;3536,41;11,74;356,64;215;301,11;9,73;9,93;10,69;5,85;30,95;30,32;28,17;2%;8%;14,75;3,68;66%
DXC Technology;DXC;NYSE;Computer and Technology;Computers - IT Services;3764,53;180,81;25,03;15,09;20,82;3,03;2,89;3,14;-5,29;6,87;7,2;6,63;-5%;9%;-1,56;0,77;66%
Cactus;WHD;NYSE;Oils-Energy;Oil and Gas - Integrated - United States;4386,24;79,56;63,12;38,11;55,13;2,95;3,03;3,36;59,36;18,69;18,19;16,41;3%;11%;6,71;1,51;66%
Guild;GHLD;NYSE;Finance;Financial - Miscellaneous Services;983,41;61,39;17,19;10,38;16,02;0,72;1,53;1,75;-43,75;22,25;10,47;9,15;113%;14%;0,09;0,64;66%
CVR Energy;CVI;NYSE;Oils-Energy;Oil and Gas - Refining and Marketing;2322,24;100,53;37,62;22,72;23,1;5,22;0,55;2,08;-15,13;4,43;42;11,11;-89%;278%;-0,47;0,04;66%
SUNCAR TECH GRP;SDA;NSDQ;Business Services;Technology Services;1038,46;103,64;12,12;5,99;10,02;;;;28,8;;;;;;;;102%
RLX Technology;RLX;NYSE;Consumer Discretionary;Consumer Products - Discretionary;2654,64;1570,79;2,35;1,42;1,69;;;;-71,1;;;;;;;;65%
OSI Systems;OSIS;NSDQ;Computer and Technology;Electronics - Miscellaneous Components;2315,79;16,57;154,28;104,27;139,76;8,09;8,93;9,64;20,36;17,28;15,65;14,5;10%;8%;1,51;1,82;48%
Western Midstream Partners;WES;NYSE;Oils-Energy;Oil and Gas - Refining and Marketing - Master Limited Partnerships;14367,91;380,51;42,74;25,86;37,76;2,65;4,16;3,64;-4,47;14,25;9,08;10,37;57%;-13%;0,16;-0,83;65%
Triumph Financial;TFIN;NSDQ;Finance;Financial - Miscellaneous Services;1842,46;23,36;94,19;57,05;78,86;1,64;0,87;2,33;-6,1;48,09;90,64;33,85;-47%;168%;-1,93;0,2;65%
Viavi Solutions;VIAV;NSDQ;Computer and Technology;Communication - Components;1755,33;221,91;10,99;6,66;7,91;0,32;0,36;0,62;-9,56;24,72;21,97;12,76;13%;72%;1,76;0,18;65%
Kohl's;KSS;NYSE;Retail-Wholesale;Retail - Regional Department Stores;2214,76;111,24;29,36;17,8;19,91;2,42;1,73;1,82;-3,44;8,23;11,51;10,94;-29%;5%;-0,4;2,1;65%
Docusign;DOCU;NSDQ;Business Services;Technology Services;12117,16;204,72;63,55;38,53;59,19;2,87;3,23;3,46;9,78;20,62;18,33;17,11;13%;7%;1,46;2,4;65%
US Foods;USFD;NYSE;Consumer Staples;Food - Miscellaneous;13966,74;244,56;59,21;35,92;57,11;2,66;3,08;3,68;4,52;21,47;18,54;15,52;16%;19%;1,17;0,8;65%
CION Investment Corporation;CION;NYSE;Finance;Financial - SBIC & Commercial Industry;620,6;53,45;12,55;9,7;11,61;;;;28,79;;;;;;;;29%
Bowlero;BOWL;NYSE;Consumer Discretionary;Leisure and Recreation Services;1712,13;148,88;14,99;9,1;11,5;-0,19;0,33;0,52;9,05;-60,53;34,85;22,12;-274%;58%;-0,13;0,38;65%
Procore Technologies;PCOR;NYSE;Business Services;Technology Services;8008,96;147,68;82,36;50;54,23;0,2;0,98;1,09;31,91;271,15;55,34;49,75;390%;11%;0,14;4,43;65%
Apartment Investment and Management;AIV;NYSE;Finance;REIT and Equity Trust - Residential;1244,75;141,61;9,35;5,68;8,79;;;;-1,76;;;;;;;;65%
National Storage Affiliates Trust;NSA;NYSE;Finance;REIT and Equity Trust - Other;3483,59;74,96;46,74;28,4;46,47;2,66;2,41;2,47;7,05;17,47;19,28;18,81;-9%;2%;-2,05;7,56;65%
KornFerry International;KFY;NYSE;Business Services;Staffing Firms;3514,32;52,75;73,72;44,81;66,62;4,17;4,83;5,34;-2,39;15,98;13,79;12,48;16%;11%;0,87;1,18;65%
Lionsgate Studios Corp,;LION;NSDQ;Consumer Discretionary;Media Conglomerates;1772,5;288,68;10,1;6,14;6,14;;0,9;1,39;;;6,82;4,42;;54%;;0,08;64%
International Bancshares;IBOC;NSDQ;Finance;Banks - Southwest;3723,44;62,19;69,25;42,13;59,87;;;;36,08;;;;;;;;64%
Joby Aviation;JOBY;NYSE;Transportation;Transportation - Airline;3416;716,14;7,46;4,54;4,77;-0,8;-0,69;-0,71;;-5,96;-6,91;-6,72;-14%;3%;0,5;-2,32;64%
AppFolio;APPF;NSDQ;Computer and Technology;Internet - Software;8085,88;36,27;270,02;164,35;222,92;1,58;4,2;5,48;31,48;141,09;53,08;40,68;166%;30%;0,32;1,33;64%
LEG Immobilien;LEGIF;OTC;Finance;Real Estate - Operations;7410,19;;99,99;59,07;99,99;2,61;4,61;4,62;96,09;38,31;21,69;21,64;77%;0%;0,28;99,77;69%
Lumentum;LITE;NSDQ;Computer and Technology;Lasers Systems and Components;3543,48;68;59,24;36,07;52,11;0,99;1,7;3,81;-23,08;52,64;30,65;13,68;72%;124%;0,43;0,11;64%
UL Solutions Inc,;ULS;NYSE;Business Services;Business - Services;9716,34;200,01;55,15;33,58;48,58;;1,48;1,54;6,27;;32,82;31,55;;4%;;7,78;64%
ePlus;PLUS;NSDQ;Computer and Technology;Business - Software Services;2369,04;26,87;95,96;58,43;88,18;5,16;5,25;5,87;7,62;17,09;16,8;15,02;2%;12%;9,63;1,27;64%
Tetra Tech;TTEK;NSDQ;Industrial Products;Pollution Control;12057,11;53,53;237,74;144,77;225,23;5,25;6,24;7,39;29,07;42,9;36,09;30,48;19%;18%;1,91;1,65;64%
Ambarella;AMBA;NSDQ;Computer and Technology;Electronics - Semiconductors;2148,34;41,27;65,3;39,79;52,05;-0,92;-0,49;-0,17;-32,92;-56,58;-106,22;-306,18;-47%;-65%;2,27;4,69;64%
Hasbro;HAS;NSDQ;Consumer Discretionary;Toys - Games - Hobbies;9270,57;139,41;70,36;42,88;66,5;2,77;3,92;4,41;-14,57;24,01;16,96;15,08;42%;13%;0,41;1,21;64%
Paycor HCM;PYCR;NSDQ;Computer and Technology;Internet - Software;2464,17;178,82;25,29;11,15;13,78;0,48;0,53;0,62;18,5;28,71;26;22,23;10%;17%;2,5;1,31;127%
Strategic Education;STRA;NSDQ;Consumer Discretionary;Schools;2271,47;24,62;123;75,02;92,25;3,41;4,68;5,53;6,33;27,05;19,71;16,68;37%;18%;0,53;0,92;64%
Matson;MATX;NYSE;Transportation;Transportation - Services;4218,23;33,58;138,3;84,36;125,62;8,32;10,49;8,89;-28,75;15,1;11,98;14,13;26%;-15%;0,46;-0,93;64%
Payoneer Global;PAYO;NSDQ;Business Services;Technology Services;2680,36;381,82;7,43;4,27;7,02;0,23;0,25;0,26;32,42;30,52;28,08;27;9%;4%;3,23;6,75;74%
Red Rock Resorts;RRR;NSDQ;Consumer Discretionary;Gaming;5812,48;105,61;62,48;38,13;55,04;1,57;1,62;2,02;3,62;35,06;33,98;27,25;3%;25%;10,67;1,1;64%
Pinnacle Financial Partners;PNFP;NSDQ;Finance;Banks - Southeast;7184,48;77,24;99,57;60,77;93,02;6,99;6,83;7,89;55,67;13,31;13,62;11,79;-2%;16%;-5,95;0,76;64%
CalMaine Foods;CALM;NSDQ;Basic Materials;Agriculture - Products;3384,17;49,04;72,15;44,04;69,01;;;;-26,06;;;;;;;;64%
CurtissWright;CW;NYSE;Aerospace;Aerospace - Defense Equipment;11250,43;38,3;315,86;192,83;293,75;9,15;10,55;11,33;11,28;32,1;27,84;25,93;15%;7%;1,82;3,51;64%
Ramaco Resources;METCB;NSDQ;Oils-Energy;Coal;546,51;52,45;16,28;9,94;10,42;;;;;;;;;;;;64%
Teekay Tankers;TNK;NYSE;Transportation;Transportation - Shipping;1829,36;34,26;73,68;37,74;53,4;15,35;13,33;10,95;28,35;3,48;4,01;4,88;-13%;-18%;-0,3;-0,27;95%
NGL Energy Partners;NGL;NYSE;Oils-Energy;Oil and Gas - Refining and Marketing - Master Limited Partnerships;555,23;132,51;6,05;3,7;4,19;0,1;0,19;0,72;-19,99;41,9;22,05;5,82;90%;279%;0,25;0,02;64%
Equinox Gold;EQX;AMEX;Basic Materials;Mining - Gold;2232,63;428,53;6,49;3,97;5,21;0;0,38;0,85;14,28;;13,71;6,13;;124%;;0,05;63%
Cleanspark;CLSK;NSDQ;Finance;Financial - Miscellaneous Services;2007,28;248,12;23,4;3,47;8,09;-0,92;-0,49;0,12;28,04;-8,79;-16,51;67,42;-47%;-124%;0,35;-0,54;574%
Hyatt Hotels;H;NYSE;Consumer Discretionary;Hotels and Motels;14496,2;100,32;162,22;99,28;144,5;2,31;3,97;3,79;13,17;62,55;36,4;38,13;72%;-5%;0,51;-8,41;63%
Casey's General Stores;CASY;NSDQ;Retail-Wholesale;Retail - Convenience Stores;13874,7;37,12;391,16;239,4;373,82;12,78;13,6;15,42;-1,53;29,25;27,49;24,24;6%;13%;4,28;1,81;63%
SoFi Technologies;SOFI;NSDQ;Business Services;Technology Services;7472,27;1065,94;10,32;6,32;7,01;-0,39;0,09;0,26;34,91;-17,97;77,89;26,96;-123%;189%;-0,63;0,14;63%
Liberty Media Corporation - Liberty Live Series B;LLYVB;OTC;Consumer Discretionary;Media Conglomerates;3673,54;91,72;40,05;28,38;40,05;;;;;;;;;;;;41%
Republic Bancorp;RBCAA;NSDQ;Finance;Banks - Southeast;1182,56;19,43;67,68;42,77;60,85;;;;28;;;;;;;;58%
Globant;GLOB;NYSE;Computer and Technology;Internet - Software and Services;8400,53;43,09;249,69;152,98;194,97;5,73;6,39;7,44;17,73;34,03;30,51;26,21;12%;16%;2,65;1,59;63%
MeridianLink;MLNK;NYSE;Business Services;Technology Services;1711,35;75,79;25,75;15,8;22,58;-0,16;0,27;0,46;5,41;-141,13;83,63;49,09;-269%;70%;-0,31;0,7;63%
VTEX;VTEX;NYSE;Computer and Technology;Internet - Software;1236,66;184,03;9,41;4,76;6,72;-0,09;0,06;0,15;27,85;-74,67;112;44,8;-167%;150%;-0,67;0,3;98%
Dillard's;DDS;NYSE;Retail-Wholesale;Retail - Regional Department Stores;5632,6;16,23;475,54;291,86;346,97;40,93;31,2;28,81;-1,73;8,48;11,12;12,04;-24%;-8%;-0,47;-1,57;63%
Legato Merger;ASTL;NSDQ;Basic Materials;Steel - Producers;1071,43;104,12;10,59;6,5;10,29;0,77;-0,72;1,1;-1,4;13,36;-14,29;9,35;-194%;-253%;0,07;-0,04;63%
MGP Ingredients;MGPI;NSDQ;Consumer Staples;Food - Miscellaneous;1958,08;21,99;113,69;69,79;89,05;5,61;6,25;6,91;6,92;15,87;14,25;12,89;11%;11%;1,25;1,22;63%
Barings BDC;BBDC;NYSE;Finance;Financial - SBIC & Commercial Industry;1030,08;105,76;10,19;8,58;9,74;1,17;1,28;1,16;31,98;8,32;7,61;8,4;9%;-9%;0,81;-0,9;19%
Lenovo Group;LNVGY;OTC;Computer and Technology;Computer - Micro Computers;14575,47;620,23;30,5;19,55;23,5;1,64;2,42;3,25;-8,21;14,33;9,71;7,23;48%;34%;0,2;0,21;56%
CoreCivic;CXW;NYSE;Finance;REIT and Equity Trust - Other;1440,13;110,27;16,43;10,09;13,06;1,42;1,49;1,4;2,78;9,2;8,77;9,33;5%;-6%;1,78;-1,54;63%
TPG RE Finance Trust;TRTX;NYSE;Finance;Real Estate - Operations;699,22;80,93;9,5;5,19;8,64;-1,42;1,12;1,09;27,66;-6,08;7,71;7,93;-179%;-3%;-0,04;-2,96;83%
Preformed Line Products;PLPC;NSDQ;Computer and Technology;Electronics - Miscellaneous Products;559,47;4,91;179,53;110,28;113,86;;;;5,13;;;;;;;;63%
Whirlpool;WHR;NYSE;Consumer Discretionary;Household Appliances;5358,24;54,89;137,98;84,78;97,61;15,97;11,31;12,46;-1,36;6,11;8,63;7,83;-29%;10%;-0,3;0,77;63%
Loomis;LOIMF;OTC;Business Services;Financial Transaction Services;1736,97;71,66;25,27;24,24;24,24;;;;7,79;;;;;;;;4%
Hillman Solutions Corp,;HLMN;NSDQ;Construction;Building Products - Miscellaneous;1864,09;196,22;10,66;6,55;9,5;0,39;0,52;0,57;-0,66;24,36;18,27;16,67;33%;10%;0,55;1,73;63%
Bridge Investment Group;BRDG;NYSE;Finance;Real Estate - Operations;949,52;121,11;10,22;6,28;7,84;0,79;0,77;1,05;-4,5;9,92;10,18;7,47;-3%;36%;-4,02;0,21;63%
Capitol Federal Financial;CFFN;NSDQ;Finance;Financial - Savings and Loan;761,91;132,74;6,77;4,24;5,74;0,32;0,35;0,37;25,99;17,94;16,4;15,51;9%;6%;1,75;2,71;60%
ATRenew;RERE;NYSE;Business Services;Technology Services;612,12;243,87;2,91;1,03;2,51;;0,16;0,32;27,62;;15,69;7,84;;100%;;0,08;183%
Marcus & Millichap;MMI;NYSE;Finance;Real Estate - Development;1463,58;38,73;44,17;27,22;37,79;;;;-50,38;;;;;;;;62%
Assured Guaranty;AGO;NYSE;Finance;Insurance - Multi line;4101,89;52,64;95;58,55;77,93;6,15;6,3;6,75;89,9;12,67;12,37;11,55;2%;7%;5,07;1,62;62%
RPC;RES;NYSE;Oils-Energy;Oil and Gas - Field Services;1283,6;215,01;9,28;5,72;5,97;0,9;0,56;0,81;0,98;6,63;10,66;7,37;-38%;45%;-0,28;0,17;62%
Valvoline;VVV;NYSE;Basic Materials;Chemical - Specialty;5073,47;128,87;47,6;29,34;39,37;1,21;1,53;1,86;16,78;32,54;25,73;21,17;26%;22%;0,97;0,98;62%
Element Solutions;ESI;NYSE;Basic Materials;Chemical - Specialty;6048,72;242,14;28,58;17,62;24,98;1,29;1,42;1,68;-8,48;19,36;17,59;14,87;10%;18%;1,75;0,81;62%
German American Bancorp;GABC;NSDQ;Finance;Banks - Midwest;1140,58;29,68;41,76;25,76;38,43;2,85;2,7;2,99;13,97;13,48;14,23;12,85;-5%;11%;-2,7;1,2;62%
USANA Health Sciences;USNA;NYSE;Medical;Medical - Drugs;718,27;19,05;60,72;37,46;37,7;2,94;2,49;2,71;-7,77;12,82;15,14;13,91;-15%;9%;-0,99;1,57;62%
Land Securities Group;LSGOF;OTC;Finance;Real Estate - Development;6342,33;744,84;9,32;6,77;8,52;0,63;0,62;0,64;8,62;13,52;13,73;13,3;-2%;3%;-8,65;4,12;38%
Great Lakes Dredge & Dock;GLDD;NSDQ;Construction;Building Products - Heavy Construction;604,7;67,19;10,13;6,25;9;-0,03;0,8;0,85;-9,12;-300;11,25;10,59;-2767%;6%;0;1,69;62%
Pathward Financial;CASH;NSDQ;Finance;Banks - Northeast;1678,96;24,98;68,82;42,49;67,22;6;6,86;7,14;;11,2;9,8;9,41;14%;4%;0,68;2,31;62%
DNOW INC;DNOW;NYSE;Industrial Products;Manufacturing - General Industrial ;1280,83;106,47;15,43;9,53;12,03;0,92;0,94;0,97;8,66;13,08;12,8;12,4;2%;3%;5,89;3,89;62%
Vector Group;VGR;NYSE;Conglomerates;Diversified Operations;2348,04;157,38;15,17;9,37;14,92;1,05;1,22;1,27;-1,16;14,21;12,23;11,75;16%;4%;0,76;2,87;62%
Cousins Properties;CUZ;NYSE;Finance;REIT and Equity Trust - Other;4310,13;152,14;28,51;17,61;28,33;2,62;2,66;2,69;5,32;10,81;10,65;10,53;2%;1%;6,98;9,34;62%
Group 1 Automotive;GPI;NYSE;Retail-Wholesale;Automotive - Retail and Whole Sales;4809,4;13,4;376,76;232,89;358,78;45,33;39,26;40,44;10,18;7,91;9,14;8,87;-13%;3%;-0,68;2,95;62%
Chimera Investment;CIM;NYSE;Finance;REIT and Equity Trust;1243,39;80,53;18,39;11,37;15,44;1,53;1,5;1,61;-0,03;10,09;10,29;9,59;-2%;7%;-5,25;1,31;62%
Independent Bank;IBCP;NSDQ;Finance;Banks - Midwest;675,57;20,9;35,13;17,68;32,32;2,87;3,13;3,02;25,74;11,26;10,33;10,7;9%;-4%;1,14;-3,05;99%
ECARX Holdings;ECX;NSDQ;Business Services;Technology Services;581,27;337,95;4,57;0,98;1,72;-0,41;-0,27;;27,42;-4,2;-6,37;;-34%;-100%;0,19;;366%
Skechers;SKX;NYSE;Consumer Discretionary;Shoes and Retail Apparel ;10066,86;152,34;74,5;46,1;66,08;3,45;4,16;4,83;7,47;19,15;15,88;13,68;21%;16%;0,77;0,85;62%
Pacific Premier Bancorp;PPBI;NSDQ;Finance;Financial - Savings and Loan;2300,7;96,43;29,94;18,53;23,86;2,24;1,65;1,51;-16,71;10,65;14,46;15,8;-26%;-8%;-0,55;-1,86;62%
Houlihan Lokey;HLI;NYSE;Finance;Financial - Miscellaneous Services;10353,55;69,53;156,62;96,94;148,9;4,42;5,64;6,85;5,8;33,69;26,4;21,74;28%;21%;0,96;1,01;62%
Chart Industries;GTLS;NYSE;Industrial Products;Manufacturing - General Industrial ;4796,84;42,81;176,97;109,54;112,06;6,01;10,57;13,77;107,92;18,65;10,6;8,14;76%;30%;0,14;0,27;62%
DRDGOLD Limited;DRD;NYSE;Basic Materials;Mining - Gold;676,97;86,46;10,65;6,6;7,83;0,72;0,75;;7,73;10,88;10,44;#DIV/0!;4%;-100%;2,51;#DIV/0!;61%
Wabash National;WNC;NYSE;Auto-Tires-Trucks;Automotive - Original Equipment;820,59;44;29,94;18,56;18,65;4,68;1,53;1,75;1,37;3,99;12,19;10,66;-67%;14%;-0,18;0,74;61%
Sotera Health;SHC;NSDQ;Medical;Medical Services;4432,3;283,21;17,34;10,75;15,65;0,82;0,73;0,84;4,54;19,09;21,44;18,63;-11%;15%;-1,95;1,24;61%
Middlesex Water Company;MSEX;NSDQ;Utilities;Utility - Water Supply;1105,8;17,83;73,94;45,84;62,02;1,9;2,21;2,36;2,36;32,64;28,06;26,28;16%;7%;1,72;3,87;61%
Premier Foods;PRRFY;OTC;Consumer Staples;Food - Miscellaneous;1973,9;173,76;11,74;7,01;11,36;0,8;0,86;0,91;17,87;14,2;13,21;12,48;8%;6%;1,76;2,15;67%
Cresco Labs Inc,;CRLBF;OTC;Medical;Medical - Products;788,35;488,14;2,68;1,11;1,62;-0,49;-0,13;0,05;-8,52;-3,3;-12,42;32,3;-73%;-138%;0,17;-0,23;141%
Lynas;LYSDY;OTC;Basic Materials;Mining - Miscellaneous;4131,46;934,72;4,86;3,6;4,42;0,06;0,15;0,22;-38,96;73,67;29,47;20,09;150%;47%;0,2;0,43;35%
Enerpac Tool Group;EPAC;NYSE;Industrial Products;Manufacturing - Tools & Related Products;2126,94;54,3;41,76;25,9;39,17;1,75;2,17;;4,72;22,38;18,05;#DIV/0!;24%;-100%;0,75;#DIV/0!;61%
NetScout Systems;NTCT;NSDQ;Computer and Technology;Computer - Networking;1429,81;71,31;28,44;17,65;20,05;2,17;2,2;2,18;-9,3;9,24;9,11;9,2;1%;-1%;6,59;-10,12;61%
Reinsurance Group of America;RGA;NYSE;Finance;Insurance - Life Insurance;13977,63;65,86;225,79;140,14;212,24;19,62;21,5;22,32;14,2;10,82;9,87;9,51;10%;4%;1,03;2,49;61%
Privia Health Group;PRVA;NSDQ;Medical;Medical Info Systems;2231,08;119,57;25,92;16,09;18,66;0,21;0,16;0,28;22,19;88,86;116,63;66,64;-24%;75%;-4,9;0,89;61%
ProPetro Holding;PUMP;NYSE;Oils-Energy;Oil and Gas - Field Services;763,51;104,16;10,84;7,09;7,33;0,98;0,24;0,47;27,4;7,48;30,54;15,6;-76%;96%;-0,4;0,16;53%
Cemex;CX;NYSE;Construction;Building Products - Concrete and Aggregates;8229,06;1448,78;9,15;5,68;5,68;0,55;0,84;0,95;11,8;10,33;6,76;5,98;53%;13%;0,13;0,46;61%
Marks and Spencer Group;MAKSY;OTC;Retail-Wholesale;Retail - Supermarkets;9314,53;1025,04;9,09;5,23;9,09;0,58;0,67;0,73;13,95;15,67;13,56;12,45;16%;9%;0,87;1,39;74%
SecureWorks;SCWX;NSDQ;Computer and Technology;Computers - IT Services;731,98;88,4;8,73;5,42;8,28;-0,28;0,08;0,13;-21,06;-29,57;103,5;63,69;-129%;63%;-0,81;1,02;61%
Rocket Lab USA;RKLB;NSDQ;Aerospace;Aerospace - Defense;2885,48;496,64;7,19;3,53;5,81;-0,37;-0,4;-0,28;15,92;-15,7;-14,53;-20,75;8%;-30%;-1,79;0,69;104%
Curaleaf Holdings;CURLF;OTC;Consumer Discretionary;Consumer Products - Discretionary;1842,17;648,65;6,28;2,61;2,84;-0,32;-0,23;-0,11;0,77;-8,88;-12,35;-25,82;-28%;-52%;0,44;0,49;141%
CrossFirst Bankshares;CFB;NSDQ;Finance;Banks - Northeast;829;49,29;18,68;9,86;16,82;1,42;1,52;1,61;71,49;11,85;11,07;10,45;7%;6%;1,57;1,76;89%
Bristow Group;VTOL;NYSE;Transportation;Transportation - Airline;1038,55;28,62;39,81;24,74;36,29;;;;;;;;;;;;61%
Atlas Energy Solutions Inc,;AESI;NYSE;Oils-Energy;Oil and Gas - Integrated - United States;2221,57;109,87;24,62;15,78;20,22;1,8;1,48;2,78;27,19;11,23;13,66;7,27;-18%;88%;-0,77;0,08;56%
Burke & Herbert Financial Services Corp,;BHRB;NSDQ;Finance;Financial - Miscellaneous Services;941,09;14,94;68,72;46,45;62,97;;;;27,08;;;;;;;;48%
Orangekloud Technology Inc,;ORKT;NSDQ;Business Services;Technology Services;528,64;112;6,45;4,01;4,72;;;;;;;;;;;;61%
Plug Power;PLUG;NSDQ;Industrial Products;Manufacturing - Electronics;1416,21;879,64;8,73;1,61;1,61;-1,78;-1,15;-0,5;27,07;-0,9;-1,4;-3,22;-35%;-57%;0,04;0,06;442%
Sezzle Inc,;SEZL;NSDQ;Business Services;Financial Transaction Services;709,33;5,6;138,23;8,15;126,67;;6,71;9,14;26,91;;18,88;13,86;;36%;;0,38;1596%
MetroCity Bankshares;MCBS;NSDQ;Finance;Banks - Southeast;744,76;25,33;32,1;19,13;29,4;;;;26,8;;;;;;;;68%
Resideo Technologies;REZI;NYSE;Industrial Products;Security and Safety Services;2672,03;146,41;23;14,31;18,25;1,48;2,27;2,54;-2,01;12,33;8,04;7,19;53%;12%;0,15;0,6;61%
1st Source;SRCE;NSDQ;Finance;Banks - Midwest;1426,86;24,51;65,47;41,05;58,21;5,01;5,36;5,23;31,8;11,62;10,86;11,13;7%;-2%;1,55;-4,59;59%
Mitchells & Butlers;MBPFF;OTC;Retail-Wholesale;Retail - Restaurants;2299,93;597,38;3,85;2,59;3,85;0,17;0,3;0,36;8,57;22,65;12,83;10,69;76%;20%;0,17;0,53;49%
Light & Wonder;LNW;NSDQ;Consumer Discretionary;Gaming;9316,04;88,72;109,82;68,34;105;1,79;3,91;5,74;15,53;58,66;26,85;18,29;118%;47%;0,23;0,39;61%
SiteOne Landscape Supply;SITE;NYSE;Industrial Products;Industrial Services;6123,85;45,12;185,81;115,64;135,72;3,68;3,19;3,93;7,14;36,88;42,55;34,53;-13%;23%;-3,2;1,49;61%
Amicus Therapeutics;FOLD;NSDQ;Medical;Medical - Biomedical and Genetics;3455,28;296,59;14,52;9,04;11,65;-0,44;0,21;0,55;21,3;-26,48;55,48;21,18;-148%;162%;-0,38;0,13;61%
METALLUS INC;MTUS;NYSE;Basic Materials;Steel - Speciality;655,8;43,46;24,23;15,09;15,09;1,82;0,96;1,64;2,44;8,29;15,72;9,2;-47%;71%;-0,33;0,13;61%
MFA Financial;MFA;NYSE;Finance;REIT and Equity Trust;1251,53;102,08;12,52;8,46;12,26;1,49;1,6;1,62;25,53;8,23;7,66;7,57;7%;1%;1,04;6,05;48%
The Monarch Cement Co,;MCEM;OTC;Construction;Building Products - Concrete and Aggregates;669,99;3,69;200;129;181,58;;;;12,97;;;;;;;;55%
;XBI;NYSE;Finance;Financial - Investment Funds;7658,86;79,35;102,89;64,12;96,52;;;;;;;;;;;;60%
Columbia Banking System;COLB;NSDQ;Finance;Banks - West;4952,14;209,48;27,84;17,35;23,64;2,88;2,55;2,66;267,91;8,21;9,27;8,89;-11%;4%;-0,81;2,06;60%
Harmonic;HLIT;NSDQ;Computer and Technology;Communication - Components;1549,47;116,33;14,66;9,14;13,32;0,34;0,63;1,04;-2,73;39,18;21,14;12,81;85%;65%;0,25;0,2;60%
MRC Global;MRC;NYSE;Industrial Products;Steel - Pipe and Tube;1038,18;85,24;14,85;9,26;12,18;0,98;0,85;1,2;1,46;12,43;14,33;10,15;-13%;41%;-1,08;0,25;60%
Melco International Development;MDEVF;OTC;Consumer Discretionary;Gaming;873,31;1516,68;0,92;0,53;0,58;;;;-32,96;;;;;;;;74%
MiMedx Group;MDXG;NSDQ;Medical;Medical - Biomedical and Genetics;902,88;146,81;9,14;5,7;6,15;0,09;0,26;0,3;20,03;68,33;23,65;20,5;189%;15%;0,13;1,33;60%
Valmont Industries;VMI;NYSE;Industrial Products;Steel - Pipe and Tube;5369,56;20,17;302,59;188,8;266,27;14,95;16,88;17,68;-3,93;17,81;15,77;15,06;13%;5%;1,22;3,18;60%
